,Screen Name,Id,Age in Years,# of Followers,# of Followings,Follower/Following Ratio,URL,Verified,Number of Tweets,# of liked Tweets,# of lists,Botometer,Bot: 3.5 Threshold,Bot: 4.0 Threshold
4446,simplykashif,3015161303,6,7228,281,25.72,1,0,4806,4614,22,0.2,0,0
4447,klif_moon,1346596467000140000,0,9,68,0.13,0,0,46,61,0,2.7,0,0
4448,syminh2992,1328325468286700000,1,17,73,0.23,0,0,121,152,0,2.9,0,0
4449,crypto_sonicc,1879434498,8,22,121,0.18,0,0,225,158,2,2.9,0,0
4450,bakery_swap,1302174189516760000,1,83790,189,443.33,0,0,918,599,380,2.3,0,0
4451,trustwalletapp,911011433147654000,4,426044,362,1176.92,1,1,7985,7984,1202,0.8,0,0
4452,julswap,1319144790345370000,1,164645,93,1770.38,1,0,355,308,208,1.6,0,0
4453,leadwallet,1019130999274290000,3,36477,298,122.41,1,0,404,473,32,1.4,0,0
4454,tuttifruttifi,1368129513041890000,0,30618,49,624.86,1,0,51,22,24,3.6,1,0
4455,abitnetwork,1204458017661550000,2,4909,30,163.63,1,0,551,364,3,1.5,0,0
4456,safemoon,1366256262921520000,0,32202,17,1894.24,1,0,141,85,42,2.3,0,0
4457,beermoneycomp,1359837797356560000,0,29968,26,1152.62,1,0,20,10,8,3.4,0,0
4458,16trippinborys,912616394621145000,4,225,5001,0.04,1,0,15567,47842,5,1.0,0,0
4459,jarekpiotrowski,971415799,9,284,940,0.3,1,0,2766,11727,22,0.2,0,0
4460,davutbaytur1,1343139783682510000,1,5,107,0.05,0,0,2047,2514,0,1.4,0,0
4461,rainyda93651544,1359232495380810000,0,33,46,0.72,0,0,188,189,0,3.7,1,0
4462,digieapip,1362960750403220000,0,122,136,0.9,0,0,71,19,0,3.4,0,0
4463,zmebri,1371325408340240000,0,2,16,0.13,0,0,30,7,0,3.1,0,0
4464,pancimugos,1321053396074280000,1,21,31,0.68,0,0,33,0,0,3.8,1,0
4465,sigularityhub,1293245557054500000,1,302,0,0.0,0,0,31746,0,7,3.8,1,0
4466,joses_wilber,3215159456,6,148,706,0.21,0,0,835,972,0,0.8,0,0
4467,cbe78,238128936,10,272,472,0.58,0,0,6649,19043,1,1.6,0,0
4468,alitoshi_k,1301446135358290000,1,44,62,0.71,0,0,1022,1038,1,1.8,0,0
4469,lker73662673,1239611976193580000,1,6,76,0.08,0,0,700,1548,0,3.8,1,0
4470,altcoinshaber,1613608932,8,3258,36,90.5,0,0,309,77,9,2.4,0,0
4471,aspiejames,2717417375,7,1120,315,3.56,0,0,14827,8278,22,0.9,0,0
4472,smileym24,1360613559873520000,0,3,15,0.2,1,0,29,14,0,3.2,0,0
4473,phemzidloveth,399364876,10,2,81,0.02,0,0,47,25,0,3.9,1,0
4474,hjallis4,1323400490164620000,1,17,50,0.34,0,0,373,1693,0,3.7,1,0
4475,rohimi0,1340205685129160000,1,67,134,0.5,0,0,98,82,0,2.9,0,0
4476,mjbdreamer,18611003,12,259,613,0.42,0,0,11103,8195,3,0.2,0,0
4477,cryptokrider,1074988072553580000,3,2802,4979,0.56,0,0,21886,24519,15,1.6,0,0
4478,sensationnatio2,1369768457575800000,0,28,243,0.12,0,0,223,186,0,2.8,0,0
4479,3dbastardpunks,1374760519345780000,0,489,138,3.54,1,0,40,28,1,3.4,0,0
4480,shoneondan,1335853931646210000,1,186,175,1.06,0,0,14367,13901,0,1.8,0,0
4481,cryptofactson,726868178920415000,5,104,129,0.81,0,0,1306,221,3,4.0,1,1
4482,koffi18721009,901498796047290000,4,71,460,0.15,0,0,641,802,0,3.8,1,0
4483,gerocrypto,994241012934602000,3,384,816,0.47,1,0,608,1091,1,1.5,0,0
4484,leyopu1,1106920664974480000,2,132,644,0.2,0,0,784,476,0,1.6,0,0
4485,cryptodjoke,1307065593338770000,1,21,62,0.34,0,0,235,198,0,2.6,0,0
4486,cryptorelated1,3194590384,6,1566,416,3.76,0,0,9221,7875,24,0.1,0,0
4487,alex_fazel,1096422697108680000,2,3419,581,5.88,1,0,2111,7590,17,0.9,0,0
4488,coin_shark,852067274760617000,4,83660,1349,62.02,1,0,28638,55500,1383,0.6,0,0
4489,rulia_1989,888285449738899000,4,33,131,0.25,0,0,2253,4682,2,2.8,0,0
4490,chrisconeyint,594353936,9,5768,103,56.0,1,0,7175,5104,190,0.0,0,0
4491,greymass,35644159,12,2576,65,39.63,1,0,689,292,42,1.8,0,0
4492,mikeabundo,11484622,14,3288,5002,0.66,1,0,107540,239142,95,1.4,0,0
4493,putriii_icha,962070077263691000,3,20,297,0.07,1,0,355,72,0,3.2,0,0
4494,matoicrypto,1365751071705090000,0,400,55,7.27,1,0,441,332,2,1.5,0,0
4495,cryptopedia_ir,1375198578445020000,0,12,119,0.1,0,0,97,281,0,2.3,0,0
4496,srvtdmrhn,193007147,11,372,555,0.67,0,0,3234,5428,0,0.2,0,0
4497,tarnasz,3091391823,6,309,354,0.87,1,0,259,3543,3,1.4,0,0
4498,bharatkumal1857,1344934758707470000,0,2,72,0.03,0,0,150,90,1,3.5,1,0
4499,leadnull,1278621666420160000,1,305,218,1.4,0,0,1190,4811,5,1.8,0,0
4500,pack2digital,1375116256530070000,0,173,27,6.41,0,0,16,53,2,3.4,0,0
4501,hans0990,1315369101728960000,1,43,398,0.11,0,0,475,849,0,2.3,0,0
4502,poseidon_swap,1375431430444960000,0,2285,2,1142.5,1,0,18,0,1,6.0,1,1
4503,nigelwi04847178,1253708598019890000,1,71,555,0.13,0,0,3192,3587,0,1.4,0,0
4504,goldcoaspcfixer,3060484447,6,36,16,2.25,1,0,2204,0,1,4.7,1,1
4505,makemoneytrain,707631613153316000,5,6003,132,45.48,1,0,9270,258500,91,1.8,0,0
4506,totwpetfood,981998389658378000,3,1045,72,14.51,1,0,3914,524,6,4.2,1,1
4507,deayton_kerry,3317450233,6,540,282,1.91,0,0,48765,28676,1,1.0,0,0
4508,arifwahyusetya2,1362676659963370000,0,18,295,0.06,0,0,193,114,0,3.6,1,0
4509,maheecripto,1365017023680510000,0,4,31,0.13,0,0,43,64,0,3.2,0,0
4510,thoughtofdreamz,1501112683,8,99,348,0.28,1,0,294,449,0,0.8,0,0
4511,smartconiracter,843895722311389000,4,847,126,6.72,1,0,631,63,0,4.7,1,1
4512,realmibanti,2845001806,7,16734,4463,3.75,1,0,67025,58514,5,1.6,0,0
4513,marcelthiess,810817773366611000,5,1328,395,3.36,1,0,7052,13122,21,3.2,0,0
4514,brhtiktok,1261380049762210000,1,80,181,0.44,0,0,3980,357,1,2.7,0,0
4515,hakan_kavraz,3083657993,6,142,249,0.57,0,0,95,2922,0,0.4,0,0
4516,katarii79678821,1376461043589910000,0,0,16,0.0,1,0,8,13,0,2.0,0,0
4517,nft_us,1372220379599670000,0,1261,35,36.03,0,0,9,16,3,3.2,0,0
4518,rajeshpal1650,816574250727391000,4,12,131,0.09,0,0,110,4083,0,2.2,0,0
4519,cryptobedouin9,1371197769763930000,0,13,93,0.14,0,0,117,123,0,1.8,0,0
4520,riteshs3214567,902033926880878000,4,57,202,0.28,0,0,142,62338,0,1.8,0,0
4521,hodlwend,1359346582139860000,0,137,205,0.67,0,0,3232,7074,1,1.6,0,0
4522,aztecgoldhero,894997948211376000,4,3547,94,37.73,0,0,3408,3733,21,1.0,0,0
4523,startmytrading,108783635,11,49,117,0.42,1,0,2365,2,0,4.7,1,1
4524,profitly,138404716,11,94783,55,1723.33,1,1,68243,61068,1037,3.4,0,0
4525,knutsvanholm,50835297,12,11751,1036,11.34,1,0,11553,24546,261,0.1,0,0
4526,jeffbooth,16461706,13,207487,5205,39.86,1,1,4783,5507,1517,0.2,0,0
4527,izproxy,945017575624372000,4,126,1029,0.12,0,0,4608,12616,0,0.2,0,0
4528,mae_pentie,3205478320,6,268,313,0.86,0,0,2444,12051,0,0.2,0,0
4529,chnsnhy,3747566892,6,217,212,1.02,1,0,3959,7403,1,1.0,0,0
4530,ammuyix,292359065,10,2148,2242,0.96,0,0,85738,1201,8,3.6,1,0
4531,wawanavo,1362775605595390000,0,131,150,0.87,0,0,73,18,0,3.6,1,0
4532,andreas54394631,1357955664178520000,0,27,25,1.08,0,0,766,1081,0,3.0,0,0
4533,dazzatron,59858537,12,16,130,0.12,0,0,251,1022,0,0.2,0,0
4534,paxatouridisama,572021514,9,74,701,0.11,0,0,5356,5935,1,1.0,0,0
4535,sixdir,2504166344,7,9,0,0.0,0,0,54,0,0,5.0,1,1
4536,temfemuh,1321057932105060000,1,22,30,0.73,0,0,33,0,0,3.6,1,0
4537,ifesitech,1265731497916530000,1,296,197,1.5,0,0,5692,9954,0,1.6,0,0
4538,ibnquraish1,1342055393267240000,1,2,122,0.02,0,0,175,155,0,3.1,0,0
4539,juanaidi3,1301864036498160000,1,132,185,0.71,0,0,89,68,0,2.8,0,0
4540,atrgamer786,1319659123793820000,1,82,458,0.18,0,0,533,206,0,3.2,0,0
4541,abeymathew16,4716724473,5,80,509,0.16,0,0,486,315,1,1.3,0,0
4542,cryptenth,1253538180919430000,1,7,45,0.16,0,0,24,5,0,3.5,1,0
4543,trigger_ring,947148239496609000,4,218,558,0.39,0,0,2704,6985,2,0.8,0,0
4544,beltalowda89,1281309079038840000,1,418,700,0.6,0,0,6122,11451,6,2.2,0,0
4545,goddessolga11,911854172693254000,4,5,21,0.24,0,0,72,65,4,3.6,1,0
4546,peakdefi,1117707944924190000,2,3976,110,36.15,1,0,601,609,6,1.0,0,0
4547,quantstamp,906057790707216000,4,62108,536,115.87,1,0,2541,2919,782,1.2,0,0
4548,vampirezamua131,1268359823856460000,1,12,122,0.1,0,0,193,122,0,2.0,0,0
4549,anneeleyy_29,929569550915354000,4,373,4351,0.09,1,0,25222,16988,3,1.4,0,0
4550,pixelbotsnft,1368463823611570000,0,946,545,1.74,1,0,482,645,4,2.6,0,0
4551,helen68046020,1372122601347280000,0,2,8,0.25,0,0,71,3,0,3.9,1,0
4552,unocha,21303235,12,408960,1666,245.47,1,1,29748,21857,3117,2.7,0,0
4553,nangweb32,1245999282483650000,1,14,160,0.09,0,0,180,109,1,3.4,0,0
4554,pejman50848815,1334574395709400000,1,2,4,0.5,0,0,379,402,0,3.8,1,0
4555,saidler,10734302,14,4352,57,76.35,1,0,69,6,14,0.8,0,0
4556,dametriuscdame1,1336953335052520000,1,0,33,0.0,0,0,28,20,0,3.0,0,0
4557,ariana1341,363845040,10,1,492,0.0,0,0,155,216,0,4.1,1,1
4558,kadirkarapelit,172058203,11,907,131,6.92,0,0,42,63,0,2.7,0,0
4559,ninhkhanh3,1319169853727530000,1,4,23,0.17,0,0,19,17,0,3.7,1,0
4560,dejanpetrovicfx,904302356694781000,4,20,30,0.67,0,0,402,130,0,3.6,1,0
4561,vkroese,109677144,11,22,51,0.43,0,0,221,20,0,3.6,1,0
4562,mikigebre2,1053604305394050000,3,19,39,0.49,0,0,539,674,0,3.1,0,0
4563,lucky_sugawara,1355439107200040000,0,18,703,0.03,0,0,2553,374,0,3.2,0,0
4564,joshi1023,134689205,11,5,359,0.01,0,0,143,135,0,4.1,1,1
4565,mcdonaldsantia3,1376426012150350000,0,1,33,0.03,0,0,6,0,0,4.4,1,1
4566,yusufyat33,1244734848234700000,1,378,701,0.54,0,0,310,1597,0,1.5,0,0
4567,degenoverlord,270354581,10,297,272,1.09,0,0,1303,1570,5,1.6,0,0
4568,evhenpkh,1356652697437540000,0,12,153,0.08,1,0,176,159,0,3.2,0,0
4569,gtcs66,1050773491232960000,3,3,122,0.02,0,0,190,162,0,2.9,0,0
4570,joffreybvn,1295329929685490000,1,182,21,8.67,1,0,7780,8,3,3.6,1,0
4571,slawa871,1344015934911080000,1,21,87,0.24,0,0,610,567,0,2.0,0,0
4572,green_earth6,896739393838342000,4,6467,6657,0.97,0,0,22382,22057,2,3.4,0,0
4573,crypto_finds,1365272457221780000,0,59,175,0.34,0,0,1297,3559,2,2.7,0,0
4574,nigeriannewssp1,1328984926197320000,1,30,185,0.16,0,0,9163,396,0,4.2,1,1
4575,atiku,177583133,11,3632236,116,31312.38,1,1,6437,715,1213,3.2,0,0
4576,galaxybtc,814382122555285000,5,78755,760,103.63,0,0,4552,9118,1423,0.6,0,0
4577,cryptorowenta01,773233564607451000,5,768,153,5.02,1,0,6393,11629,13,0.6,0,0
4578,hodlon_rtbit,887113098401914000,4,137,468,0.29,0,0,477,1271,4,0.8,0,0
4579,cryptocracy2018,956877562235539000,3,76,232,0.33,1,0,477,2044,0,0.2,0,0
4580,bao29624967,1376065628511990000,0,0,1,0.0,0,0,2,0,0,4.6,1,1
4581,elcavalos,3326899000,6,21358,21166,1.01,0,0,85430,99747,3007,4.8,1,1
4582,mackintosh1971,1049135887,9,839,796,1.05,1,0,3530,415,196,0.8,0,0
4583,s_edalati,934217789492957000,4,2247,3038,0.74,0,0,38216,112,11,4.1,1,1
4584,bitcoinusa1776,1195384883599880000,2,183,240,0.76,1,0,15889,42994,8,1.3,0,0
4585,ericksikotang,1244576348531640000,1,78,201,0.39,0,0,561,114,0,3.4,0,0
4586,guddu_rt,402694399,10,20,142,0.14,0,0,42,50,0,3.2,0,0
4587,tnnnspirit,156391513,11,68,341,0.2,0,0,2846,2086,5,0.5,0,0
4588,abutale67929321,1359233623237540000,0,12,26,0.46,0,0,164,163,0,3.2,0,0
4589,umvulum,1321061700099970000,1,21,33,0.64,0,0,33,0,0,3.8,1,0
4590,pedrora44704097,1374182728124530000,0,8,86,0.09,0,0,51,66,0,2.7,0,0
4591,dadan78230253,1359455817804570000,0,12,45,0.27,1,0,1308,1298,0,3.2,0,0
4592,tirexhunter,1361809244907920000,0,94,369,0.25,0,0,2771,1533,0,2.7,0,0
4593,triwibo40104348,1319946828012340000,1,5,109,0.05,0,0,25,8,0,4.1,1,1
4594,kethan_kumar,873838164,9,4,66,0.06,0,0,59,38,0,3.7,1,0
4595,zehirlibit,3623227276,6,12,76,0.16,0,0,631,1255,0,1.4,0,0
4596,halilatik53,957282722648592000,3,6518,50,130.36,0,0,4004,0,18,3.4,0,0
4597,f1kayihan,1240237013741240000,1,679,1030,0.66,0,0,5008,3597,2,1.0,0,0
4598,block_sen,1164201751056190000,2,274,945,0.29,0,0,1299,1559,3,1.2,0,0
4599,martiniguyyt,782946231551131000,5,58388,975,59.89,1,0,12450,35990,339,0.6,0,0
4600,bubububu1234567,927515333241446000,4,60,101,0.59,0,0,2774,3178,0,1.0,0,0
4601,lupin1the9third,1147478011307890000,2,5607,444,12.63,0,0,18368,38654,80,1.4,0,0
4602,isiaq70413887,1282321780103880000,1,50,443,0.11,0,0,599,717,0,6.0,1,1
4603,marcpolot,1249369880177980000,1,18,364,0.05,0,0,589,385,0,2.9,0,0
4604,thetrondron,1360503527920040000,0,233,0,0.0,1,0,26,0,1,4.4,1,1
4605,vatanimdir_,779232415080443000,5,614,280,2.19,0,0,572,485,0,3.0,0,0
4606,osmannoo38,3548265496,6,160,756,0.21,1,0,1952,2643,2,1.6,0,0
4607,filecoin,2653394250,7,63779,5,12755.8,1,0,1673,529,931,2.8,0,0
4608,botraj1,1260015280048220000,1,340,1,340.0,0,0,437490,175449,1,4.0,1,1
4609,jookisan,850120694,9,84,125,0.67,0,0,70,1887,4,1.4,0,0
4610,biplob36649711,1362899778649000000,0,6,100,0.06,0,0,42,25,0,3.8,1,0
4611,joshuarooose,961020779881226000,3,28,32,0.88,0,0,291,1719,0,1.0,0,0
4612,florentce,2515777863,7,33,206,0.16,0,0,540,901,1,2.4,0,0
4613,bitfinanzas,1293938234402250000,1,14870,24,619.58,1,0,2322,413,118,3.7,1,0
4614,rifkian30758273,1207631667600310000,2,1,24,0.04,0,0,9,54,0,4.2,1,1
4615,seedifyfund,1345102860732780000,0,113892,0,0.0,1,0,78,25,28,3.4,0,0
4616,siskaeee_ofc,1085740657300290000,2,494902,65,7613.88,1,0,2255,1390,806,1.9,0,0
4617,raqueldue2,348062425,10,8,362,0.02,0,0,116,129,0,4.4,1,1
4618,vaidya_jugal,1296376802169020000,1,20,142,0.14,1,0,118,711,1,1.4,0,0
4619,prakash_ber,1370337408659690000,0,0,35,0.0,0,0,39,18,0,3.6,1,0
4620,curtys16,1065224896035390000,3,16,62,0.26,0,0,722,1048,0,2.2,0,0
4621,govardhan0070,1204013573258610000,2,145,494,0.29,0,0,1029,568,0,1.7,0,0
4622,kuroymein,1243958883221030000,1,1,43,0.02,0,0,48,27,0,3.5,1,0
4623,sagebitcoin,1314134993501850000,1,181,237,0.76,0,0,370,1139,1,1.8,0,0
4624,smartvin90,3686772497,6,60,606,0.1,0,0,1364,2454,3,1.4,0,0
4625,bitpanda,2425772784,7,33104,327,101.24,1,1,4845,5669,313,1.8,0,0
4626,uzyn,1705281,14,3655,1468,2.49,1,0,4724,1578,125,1.2,0,0
4627,jkookielizalde,1357837364727400000,0,383,844,0.45,0,0,2392,434,0,6.0,1,1
4628,exmo_com,2422590972,7,15631,147,106.33,1,0,4718,623,309,1.2,0,0
4629,tuckers0606,783714560020807000,5,277,212,1.31,0,0,14552,5981,2,3.1,0,0
4630,forte135,943074193809186000,4,38,273,0.14,0,0,334,1068,1,1.0,0,0
4631,animatorspal,2785259025,7,14522,10719,1.35,0,0,641102,54,2499,4.0,1,1
4632,leochemingchang,879381176,9,128,1431,0.09,0,0,2468,124899,4,0.6,0,0
4633,nontendo,1364192512433400000,0,189,43,4.4,0,0,53,217,0,2.2,0,0
4634,crypto_simms,1332859207565990000,1,364,271,1.34,0,0,1506,5599,4,2.0,0,0
4635,sim0ndee,968186765033996000,3,182,313,0.58,1,0,268,562,1,0.2,0,0
4636,twicemomojjang,1294950773177100000,1,76,612,0.12,0,0,2392,2752,0,4.0,1,1
4637,domination_rt,1249203918795450000,1,706,922,0.77,0,0,29895,3154,0,4.1,1,1
4638,alissablackpro,835173759606632000,4,17925,3998,4.48,1,0,134111,20805,51,3.6,1,0
4639,peachcointoken,1366170998219750000,0,122,357,0.34,1,0,94,1943,0,2.1,0,0
4640,satusatunya,84381368,12,1689,43,39.28,1,0,93,44,2,2.9,0,0
4641,harinde86373597,1372737483901850000,0,0,10,0.0,0,0,8,0,0,4.1,1,1
4642,bafiste_,2323963782,7,507,64,7.92,0,0,1274,4668,13,1.0,0,0
4643,bbollahe,1244169982075790000,1,134,309,0.43,0,0,734,185,0,3.6,1,0
4644,lordmanlikethat,43213929,12,1168,1081,1.08,1,0,34362,1953,8,0.3,0,0
4645,crypto_blkbeard,889066597578674000,4,61357,763,80.42,0,0,17281,26201,974,0.6,0,0
4646,bevars_shin_999,3099517314,6,41,164,0.25,0,0,139,174,0,0.4,0,0
4647,goldenyiseo,1363926313971580000,0,253,1964,0.13,1,0,11486,8491,0,2.2,0,0
4648,subimalah,1340204579053420000,1,67,143,0.47,0,0,83,69,0,3.2,0,0
4649,fotiosdotcom,1228340585200700000,1,28,3,9.33,1,0,406,106,0,1.6,0,0
4650,trendsinai,1311522988869570000,1,1371,379,3.62,0,0,429666,68884,24,3.9,1,0
4651,eskibbz,1374414178266480000,0,0,0,0.0,0,0,1,0,0,4.6,1,1
4652,ninainna25,1374570275015070000,0,3,69,0.04,0,0,140,33,0,2.9,0,0
4653,trondad1,1375475793783050000,0,3,32,0.09,0,0,59,65,0,4.7,1,1
4654,tictactron,714156875919532000,5,3111,231,13.47,1,0,4775,25656,16,0.6,0,0
4655,safoernest1,1033143404635540000,3,131,113,1.16,0,0,513,17450,0,0.1,0,0
4656,nakufoaddo,247217109,10,1896827,352,5388.71,1,1,7691,332,673,1.0,0,0
4657,rakufoaddo,2511720043,7,492118,108,4556.65,0,0,1210,234,62,1.4,0,0
4658,ahmadfahthur1,1153087532503920000,2,27,221,0.12,0,0,299,345,1,1.8,0,0
4659,dewanjun,1233072298388790000,1,294,723,0.41,0,0,732,652,0,2.0,0,0
4660,sophia43294658,1376087777582960000,0,3,71,0.04,0,0,202,13,0,4.1,1,1
4661,goldtiam,1308164675687850000,1,86,221,0.39,0,0,854,3890,0,2.2,0,0
4662,ujjawal58348553,1352636174674790000,0,2,78,0.03,0,0,109,15,0,3.4,0,0
4663,kznherbman,3356535052,6,1663,1942,0.86,1,0,24780,41975,9,0.4,0,0
4664,0x80f,1011289874455060000,3,955,1036,0.92,0,0,7449,11249,2,0.2,0,0
4665,itakaeru,173936396,11,119,2571,0.05,0,0,5143,10650,2,2.0,0,0
4666,cryptomitch8,1065087989561220000,3,290,681,0.43,1,0,2946,3205,1,0.4,0,0
4667,unborncreate,1362946476511480000,0,1882,644,2.92,0,0,1867,10422,10,2.0,0,0
4668,kavyamurthy17,1361959927493780000,0,0,13,0.0,0,0,14,5,0,4.2,1,1
4669,shim_marley,1308831467947130000,1,14,97,0.14,1,0,150,78,0,3.1,0,0
4670,aizatbetulke,972812338305708000,3,158,318,0.5,0,0,11918,44757,4,1.7,0,0
4671,debby43350318,1354897162073740000,0,41,248,0.17,0,0,145,976,4,2.4,0,0
4672,anakkalong44,1360883063731870000,0,23,15,1.53,0,0,141,99,0,2.9,0,0
4673,salisaaan2,1308628950617220000,1,25,73,0.34,0,0,39,28,0,3.2,0,0
4674,dominik47217025,950734546223423000,3,2,75,0.03,0,0,112,35,0,3.1,0,0
4675,apachesmith,61118043,12,28,116,0.24,0,0,1214,3093,8,0.8,0,0
4676,arifbrex,1244203756171870000,1,130,341,0.38,0,0,668,156,0,3.6,1,0
4677,poodlprintingm1,1375448866850540000,0,12,80,0.15,0,0,46,27,0,3.6,1,0
4678,vsawans,922745873385377000,4,46,195,0.24,0,0,361,397,0,1.2,0,0
4679,realwerte,1352171829222400000,0,129,211,0.61,1,0,277,967,0,2.1,0,0
4680,tabrobot,2506435477,7,10,0,0.0,0,0,55,0,0,4.1,1,1
4681,xtreamer10,1363496926889580000,0,8,70,0.11,0,0,82,218,0,1.8,0,0
4682,dimasputra1304,1295798299195100000,1,42,753,0.06,0,0,676,459,1,3.4,0,0
4683,luckyflourist,1234252627422010000,1,94,2233,0.04,1,0,7880,6209,0,2.0,0,0
4684,ishmewsr,1344475990370650000,1,62,249,0.25,1,0,341,85,0,3.6,1,0
4685,jobchain,1078316546915770000,3,43265,314,137.79,1,0,191,639,8,1.2,0,0
4686,ceaje,205650233,11,11642,6379,1.83,1,0,12981,7758,364,1.8,0,0
4687,jlorentea,296074136,10,1725,595,2.9,1,0,1818,699,38,1.8,0,0
4688,carrascosacris,549219914,9,13,0,0.0,0,0,0,0,1,6.0,1,1
4689,marcosmuor,892498086832066000,4,203,663,0.31,1,0,220,287,4,1.2,0,0
4690,rahuldr14577243,1271794687221710000,1,77,466,0.17,0,0,456,285,0,1.4,0,0
4691,sigenariegona,1279660237243310000,1,127,4171,0.03,0,0,21284,4913,3,2.2,0,0
4692,omni_ai,1229965409803120000,1,839,11,76.27,1,0,114,135,2,1.7,0,0
4693,ojodisuspend,1296454816722340000,1,202,1321,0.15,1,0,24046,7993,1,1.7,0,0
4694,jackbaver5,1359234410592300000,0,50,66,0.76,0,0,196,193,0,3.2,0,0
4695,2virgilz_,55249941,12,534,1058,0.5,0,0,810,728,17,0.4,0,0
4696,shytoshikusama,1349928660136910000,0,1976,1866,1.06,1,0,2541,3383,14,2.4,0,0
4697,obc_plc,943417947518914000,4,358,306,1.17,1,0,625,111,6,1.9,0,0
4698,thisismoney,21295652,12,57764,887,65.12,1,1,49042,414,1016,2.1,0,0
4699,clemchambers,74428434,12,3937,36,109.36,1,0,3068,4,81,0.8,0,0
4700,networkumbria,1309065657775000000,1,368,415,0.89,1,0,399,172,4,1.8,0,0
4701,quarter52215512,920495014928633000,4,101,592,0.17,0,0,5845,8700,1,1.6,0,0
4702,felisie11,1276263984904260000,1,1975,276,7.16,1,0,621,1762,3,2.0,0,0
4703,xandre_iii,1363354977133940000,0,29,136,0.21,0,0,310,165,0,2.2,0,0
4704,dev83445991,1359940215364750000,0,0,50,0.0,0,0,62,35,0,3.4,0,0
4705,maratonadam,2301187243,7,855,202,4.23,0,0,2244,274,7,1.2,0,0
4706,myunus1900,1374784615148260000,0,3,90,0.03,0,0,57,46,0,3.2,0,0
4707,airdropstario,1173425402523650000,2,95311,0,0.0,1,0,47,0,29,4.1,1,1
4708,airdropinspect,1151153768165070000,2,245038,5,49007.6,0,0,820,181,169,3.6,1,0
4709,airdrop_agenc,1313021802747050000,1,21587,7,3083.86,0,0,3,9,7,3.8,1,0
4710,airdropmagician,1374334615817650000,0,32,11,2.91,0,0,5,5,0,4.0,1,1
4711,wtf_netclimber,1230164974091130000,1,20,83,0.24,0,0,290,78,0,3.4,0,0
4712,harugasumi,14493520,13,518,420,1.23,0,0,13588,2,46,2.6,0,0
4713,thecryptomallu,1220321933717200000,1,25,203,0.12,0,0,73,466,0,1.7,0,0
4714,crypto_ares007,1292670729268230000,1,253,405,0.62,0,0,995,1372,2,1.4,0,0
4715,linhdoublei,1348561643609800000,0,36,268,0.13,0,0,301,1800,0,1.8,0,0
4716,masterguantai,1021445690420080000,3,206,1000,0.21,1,0,2665,3314,2,0.2,0,0
4717,cryptonews444,1255759624558400000,1,27,62,0.44,0,0,246,148,0,1.2,0,0
4718,nala_2002,1305139996781800000,1,47,70,0.67,0,0,873,848,0,4.6,1,1
4719,bolderoades,1240923557409890000,1,69,126,0.55,0,0,135,0,0,2.8,0,0
4720,weezmas1,2188367674,8,16465,14807,1.11,0,0,91905,68947,10,3.2,0,0
4721,crypto_kingdomm,1055379304526180000,3,6054,898,6.74,0,0,3490,6056,26,0.6,0,0
4722,kryptogorilla,1209166694763170000,2,1411,42,33.6,0,0,154,140,5,1.2,0,0
4723,mart_smith,407237055,10,360,1567,0.23,1,0,3605,8556,12,0.0,0,0
4724,unclejayrocks,1329148029895660000,1,646,230,2.81,0,0,8852,392,5,2.2,0,0
4725,ismaeljerusalem,1054247126,8,1267,472,2.68,1,0,6033,13443,10,0.6,0,0
4726,sire_frank,837005222,9,14752,9581,1.54,0,0,129253,3350,17,1.3,0,0
4727,kikzbryan,3198397026,6,482,379,1.27,0,0,1170,771,1,0.2,0,0
4728,metinyorulmaz26,1118332520087600000,2,124,424,0.29,0,0,418,58,0,2.0,0,0
4729,mstrturnbull,1133310193,8,232,123,1.89,0,0,1770,1570,0,0.5,0,0
4730,rio65436095,1288023424892190000,1,1,22,0.05,0,0,18,16,0,4.3,1,1
4731,thordurgu,1033345301212540000,3,53,98,0.54,0,0,1519,2642,1,1.4,0,0
4732,yasuopentakill8,1336868073341500000,1,2,62,0.03,0,0,79,47,0,3.5,1,0
4733,domegabri,253081963,10,189,497,0.38,0,0,346,1768,5,0.2,0,0
4734,blockstreamhelp,1114238014400550000,2,560,1,560.0,1,0,299,118,10,2.1,0,0
4735,barcelona_1one,1071013408559020000,3,68,262,0.26,0,0,1153,5333,0,1.4,0,0
4736,mysccountgotsus,2348877872,7,68,1634,0.04,0,0,8783,3455,0,2.4,0,0
4737,dapremierone,1480643857,8,19,405,0.05,0,0,75,11,1,3.6,1,0
4738,cryptounfolded,1056886464280210000,3,16991,1,16991.0,1,0,6218,82,287,1.6,0,0
4739,mornight520,1213044397589150000,1,25,1216,0.02,1,0,7879,2516,0,3.1,0,0
4740,aliakbar5ever,1361434374659520000,0,32,449,0.07,0,0,148,159,0,3.0,0,0
4741,ebrahim_r_farsi,1166568168648840000,2,98,138,0.71,0,0,1285,4568,4,3.2,0,0
4742,aryacoinaya,1104274278227280000,2,1925,21,91.67,1,0,119,3654,9,0.7,0,0
4743,omni_layer,1729661822,8,19211,1170,16.42,1,0,1945,665,448,2.8,0,0
4744,qparsa_aya,1238094920398840000,1,946,59,16.03,1,0,269,769,0,2.1,0,0
4745,1358juta,1290846545093350000,1,264,894,0.3,1,0,3855,172,0,3.4,0,0
